Hour,Total Outflow cfs,Generation Flow cfs,Spill cfs,Forebay Elevation,Tailwater Elevation,Average Head,Date
2,1640,1640,0,1199.13,1109.64,89.49,11/2/2023
3,1640,1640,0,1199.14,1109.61,89.53,11/2/2023
4,1640,1640,0,1199.14,1109.61,89.53,11/2/2023
5,1650,1650,0,1199.15,1109.58,89.57,11/2/2023
6,1650,1650,0,1199.15,1109.65,89.5,11/2/2023
7,1650,1650,0,1199.16,1109.69,89.47,11/2/2023
8,1630,1630,0,1199.18,1109.63,89.55,11/2/2023
9,1630,1630,0,1199.2,1109.63,89.57,11/2/2023
10,1640,1640,0,1199.22,1109.6,89.62,11/2/2023
11,1630,1630,0,1199.24,1109.59,89.65,11/2/2023
12,1640,1640,0,1199.26,1109.59,89.67,11/2/2023
13,1650,1650,0,1199.28,1109.61,89.67,11/2/2023
14,1640,1640,0,1199.3,1109.66,89.64,11/2/2023
15,1640,1640,0,1199.32,1109.62,89.7,11/2/2023
16,1650,1650,0,1199.33,1109.64,89.69,11/2/2023
17,1650,1650,0,1199.34,1109.6,89.74,11/2/2023
18,1630,1630,0,1199.35,1109.61,89.74,11/2/2023
19,1630,1630,0,1199.36,1109.6,89.76,11/2/2023
20,1650,1650,0,1199.37,1109.68,89.69,11/2/2023
21,1670,1670,0,1199.35,1109.72,89.63,11/2/2023
22,1670,1670,0,1199.34,1109.74,89.6,11/2/2023
23,1680,1680,0,1199.31,1109.67,89.64,11/2/2023
24,1680,1680,0,1199.29,1109.75,89.54,11/2/2023
,,,,,,,11/2/2023
AVG,1646,1646,0,1199.25,1109.64,89.61,11/2/2023
,,,,,,,11/2/2023
MAX,1680,1680,0,1199.37,1109.75,89.76,11/2/2023
MIN,1630,1630,0,1199.12,1109.58,89.47,11/2/2023
1,1690,1690,0,1199.26,1109.75,89.51,11/3/2023
2,1670,1670,0,1199.24,1109.69,89.55,11/3/2023
3,1680,1680,0,1199.21,1109.76,89.45,11/3/2023
4,1680,1680,0,1199.19,1109.7,89.49,11/3/2023
5,1680,1680,0,1199.18,1109.68,89.5,11/3/2023
6,1680,1680,0,1199.19,1109.68,89.51,11/3/2023
7,1690,1690,0,1199.18,1109.7,89.48,11/3/2023
8,1690,1690,0,1199.17,1109.77,89.4,11/3/2023
9,1680,1680,0,1199.17,1109.66,89.51,11/3/2023
10,1680,1680,0,1199.17,1109.68,89.49,11/3/2023
11,1680,1680,0,1199.17,1109.68,89.49,11/3/2023
12,1690,1690,0,1199.16,1109.67,89.49,11/3/2023
13,1710,1710,0,1199.15,1109.71,89.44,11/3/2023
14,1690,1690,0,1199.14,1109.72,89.42,11/3/2023
15,1690,1690,0,1199.12,1109.76,89.36,11/3/2023
16,1690,1690,0,1199.1,1109.67,89.43,11/3/2023
17,1690,1690,0,1199.08,1109.74,89.34,11/3/2023
18,1680,1680,0,1199.07,1109.67,89.4,11/3/2023
19,1670,1670,0,1199.07,1109.67,89.4,11/3/2023
20,1670,1670,0,1199.06,1109.7,89.36,11/3/2023
21,1670,1670,0,1199.05,1109.69,89.36,11/3/2023
22,1670,1670,0,1199.05,1109.69,89.36,11/3/2023
23,1670,1670,0,1199.04,1109.66,89.38,11/3/2023
24,1680,1680,0,1199.03,1109.68,89.35,11/3/2023
,,,,,,,11/3/2023
AVG,1682,1682,0,1199.14,1109.7,89.44,11/3/2023
,,,,,,,11/3/2023
MAX,1710,1710,0,1199.26,1109.77,89.55,11/3/2023
MIN,1670,1670,0,1199.03,1109.66,89.34,11/3/2023
1,1690,1690,0,1199.01,1109.72,89.29,11/4/2023
2,1680,1680,0,1199,1109.67,89.33,11/4/2023
3,1680,1680,0,1198.99,1109.68,89.31,11/4/2023
4,1680,1680,0,1198.99,1109.67,89.32,11/4/2023
5,1680,1680,0,1198.97,1109.64,89.33,11/4/2023
6,1680,1680,0,1198.95,1109.68,89.27,11/4/2023
7,1690,1690,0,1198.93,1109.69,89.24,11/4/2023
8,1680,1680,0,1198.92,1109.69,89.23,11/4/2023
9,1670,1670,0,1198.91,1109.67,89.24,11/4/2023
10,1680,1680,0,1198.92,1109.66,89.26,11/4/2023
11,1690,1690,0,1198.93,1109.72,89.21,11/4/2023
12,1690,1690,0,1198.95,1109.72,89.23,11/4/2023
13,1680,1680,0,1198.99,1109.66,89.33,11/4/2023
14,1690,1690,0,1199.03,1109.71,89.32,11/4/2023
15,1690,1690,0,1199.1,1109.72,89.38,11/4/2023
16,1690,1690,0,1199.19,1109.71,89.48,11/4/2023
17,1710,1710,0,1199.32,1109.72,89.6,11/4/2023
18,1690,1690,0,1199.46,1109.69,89.77,11/4/2023
19,1890,1890,0,1199.5,1109.98,89.52,11/4/2023
20,1990,1990,0,1199.51,1110.08,89.43,11/4/2023
21,1990,1990,0,1199.53,1110.15,89.38,11/4/2023
22,1990,1990,0,1199.54,1110.13,89.41,11/4/2023
23,1990,1990,0,1199.54,1110.1,89.44,11/4/2023
24,1990,1990,0,1199.54,1110.13,89.41,11/4/2023
1,1990,1990,0,1199.52,1110.06,89.46,11/4/2023
,,,,,,,11/4/2023
AVG,1767,1767,0,1199.17,1109.8,89.37,11/4/2023
,,,,,,,11/4/2023
MAX,1990,1990,0,1199.54,1110.15,89.77,11/4/2023
MIN,1670,1670,0,1198.91,1109.64,89.21,11/4/2023
1,1990,1990,0,1199.5,1110.11,89.39,11/5/2023
2,1990,1990,0,1199.46,1110.14,89.32,11/5/2023
3,1990,1990,0,1199.41,1110.1,89.31,11/5/2023
4,2000,2000,0,1199.35,1110.11,89.24,11/5/2023
5,1990,1990,0,1199.27,1110.07,89.2,11/5/2023
6,1990,1990,0,1199.18,1110.12,89.06,11/5/2023
7,1990,1990,0,1199.11,1110.09,89.02,11/5/2023
8,1960,1960,0,1199.01,1110.02,88.99,11/5/2023
9,1990,1990,0,1198.92,1110.03,88.89,11/5/2023
10,1960,1960,0,1198.83,1110.05,88.78,11/5/2023
11,1990,1990,0,1198.72,1110.07,88.65,11/5/2023
12,1990,1990,0,1198.6,1110.13,88.47,11/5/2023
13,1960,1960,0,1198.49,1110.03,88.46,11/5/2023
14,1960,1960,0,1198.37,1110.05,88.32,11/5/2023
15,1990,1990,0,1198.24,1110.12,88.12,11/5/2023
16,1990,1990,0,1198.11,1110.09,88.02,11/5/2023
17,1980,1980,0,1197.99,1110.05,87.94,11/5/2023
18,1960,1960,0,1197.86,1110.01,87.85,11/5/2023
19,1980,1980,0,1197.94,1110.07,87.87,11/5/2023
20,1960,1960,0,1198.16,1110.02,88.14,11/5/2023
21,1960,1960,0,1198.39,1110.02,88.37,11/5/2023
22,1960,1960,0,1198.6,1110.03,88.57,11/5/2023
23,1980,1980,0,1198.64,1110.07,88.57,11/5/2023
24,1990,1990,0,1198.68,1110.1,88.58,11/5/2023
,,,,,,,11/5/2023
AVG,1979,1979,0,1198.7,1110.07,88.63,11/5/2023
,,,,,,,11/5/2023
MAX,2000,2000,0,1199.5,1110.14,89.39,11/5/2023
MIN,1960,1960,0,1197.86,1110.01,87.85,11/5/2023
1,1990,1990,0,1198.72,1110.05,88.67,11/6/2023
2,1980,1980,0,1198.75,1110.05,88.7,11/6/2023
3,1990,1990,0,1198.79,1110.06,88.73,11/6/2023
4,1990,1990,0,1198.84,1110.09,88.75,11/6/2023
5,1990,1990,0,1198.86,1110.14,88.72,11/6/2023
6,1990,1990,0,1198.89,1110.09,88.8,11/6/2023
7,1990,1990,0,1198.95,1110.08,88.87,11/6/2023
8,1980,1980,0,1199.01,1110.11,88.9,11/6/2023
9,2150,2150,0,1199.16,1110.33,88.83,11/6/2023
10,2250,2250,0,1199.25,1110.51,88.74,11/6/2023
11,2350,2350,0,1199.29,1110.61,88.68,11/6/2023
12,2380,2380,0,1199.35,1110.63,88.72,11/6/2023
13,2540,2540,0,1199.47,1110.82,88.65,11/6/2023
14,2570,2570,0,1199.54,1110.87,88.67,11/6/2023
15,2600,2600,0,1199.59,1110.86,88.73,11/6/2023
16,2580,2580,0,1199.6,1110.88,88.72,11/6/2023
17,2570,2570,0,1199.66,1110.85,88.81,11/6/2023
18,2570,2570,0,1199.7,1110.84,88.86,11/6/2023
19,2570,2570,0,1199.75,1110.86,88.89,11/6/2023
20,2580,2580,0,1199.58,1110.87,88.71,11/6/2023
21,2570,2570,0,1199.34,1110.85,88.49,11/6/2023
22,2570,2570,0,1199.11,1110.87,88.24,11/6/2023
23,2550,2550,0,1199.05,1110.85,88.2,11/6/2023
24,2570,2570,0,1199.01,1110.85,88.16,11/6/2023
,,,,,,,11/6/2023
AVG,2328,2328,0,1199.22,1110.54,88.68,11/6/2023
,,,,,,,11/6/2023
MAX,2600,2600,0,1199.75,1110.88,88.9,11/6/2023
MIN,1980,1980,0,1198.72,1110.05,88.16,11/6/2023
1,2570,2570,0,1199.02,1110.86,88.16,11/7/2023
2,2570,2570,0,1199.04,1110.87,88.17,11/7/2023
3,2570,2570,0,1199.07,1110.82,88.25,11/7/2023
4,2570,2570,0,1199.09,1110.89,88.2,11/7/2023
5,2570,2570,0,1199.17,1110.85,88.32,11/7/2023
6,2570,2570,0,1199.29,1110.89,88.4,11/7/2023
7,2550,2550,0,1199.4,1110.86,88.54,11/7/2023
8,2570,2570,0,1199.52,1110.86,88.66,11/7/2023
9,2630,2630,0,1199.63,1110.95,88.68,11/7/2023
10,2730,2730,0,1199.65,1111.15,88.5,11/7/2023
11,2870,2870,0,1199.61,1111.26,88.35,11/7/2023
12,2970,2970,0,1199.52,1111.32,88.2,11/7/2023
13,2980,2980,0,1199.38,1111.42,87.96,11/7/2023
14,3100,3100,0,1199.16,1111.48,87.68,11/7/2023
15,3100,3100,0,1198.93,1111.47,87.46,11/7/2023
16,3100,3100,0,1198.7,1111.48,87.22,11/7/2023
17,3110,3110,0,1198.57,1111.46,87.11,11/7/2023
18,3100,3100,0,1198.57,1111.48,87.09,11/7/2023
19,3100,3100,0,1198.77,1111.5,87.27,11/7/2023
20,3100,3100,0,1199.05,1111.5,87.55,11/7/2023
21,3080,3080,0,1199.46,1111.46,88,11/7/2023
22,3100,3100,0,1199.91,1111.48,88.43,11/7/2023
23,3110,3110,0,1200.34,1111.5,88.84,11/7/2023
24,3100,3100,0,1200.76,1111.49,89.27,11/7/2023
,,,,,,,11/7/2023
AVG,2868,2868,0,1199.32,1111.22,88.1,11/7/2023
,,,,,,,11/7/2023
MAX,3110,3110,0,1200.76,1111.5,89.27,11/7/2023
MIN,2550,2550,0,1198.57,1110.82,87.09,11/7/2023
1,3110,3110,0,1201.04,1111.54,89.5,11/8/2023
2,3100,3100,0,1201.25,1111.49,89.76,11/8/2023
3,3100,3100,0,1201.45,1111.51,89.94,11/8/2023
4,3110,3110,0,1201.66,1111.51,90.15,11/8/2023
5,3110,3110,0,1201.84,1111.49,90.35,11/8/2023
6,3080,3080,0,1202.02,1111.52,90.5,11/8/2023
7,3100,3100,0,1202.21,1111.5,90.71,11/8/2023
8,3080,3080,0,1202.39,1111.46,90.93,11/8/2023
9,3130,2050,1080,1202.56,1111.62,90.94,11/8/2023
10,3260,2180,1080,1202.61,1111.82,90.79,11/8/2023
11,3310,2230,1080,1202.6,1111.87,90.73,11/8/2023
12,3450,2370,1080,1202.54,1112,90.54,11/8/2023
13,3500,2430,1070,1202.42,1112.12,90.3,11/8/2023
14,3720,2650,1070,1202.35,1112.31,90.04,11/8/2023
15,3750,2680,1070,1202.26,1112.35,89.91,11/8/2023
16,3770,2700,1070,1202.15,1112.31,89.84,11/8/2023
17,3790,2720,1070,1202.19,1112.41,89.78,11/8/2023
18,3770,2700,1070,1202.25,1112.36,89.89,11/8/2023
19,3830,2760,1070,1202.32,1112.46,89.86,11/8/2023
20,3810,2740,1070,1202.42,1112.41,90.01,11/8/2023
21,3810,2740,1070,1202.48,1112.4,90.08,11/8/2023
22,3810,2730,1080,1202.58,1112.38,90.2,11/8/2023
23,3810,2730,1080,1202.64,1112.38,90.26,11/8/2023
24,3790,2710,1080,1202.73,1112.4,90.33,11/8/2023
,,,,,,,11/8/2023
AVG,3462,2746,716,1202.21,1111.98,90.22,11/8/2023
,,,,,,,11/8/2023
MAX,3830,3110,1080,1202.73,1112.46,90.94,11/8/2023
MIN,3080,2050,0,1201.04,1111.46,89.5,11/8/2023
1,3790,2710,1080,1202.77,1112.4,90.37,11/9/2023
2,3810,2730,1080,1202.76,1112.41,90.35,11/9/2023
3,3810,2730,1080,1202.77,1112.45,90.32,11/9/2023
4,3810,2730,1080,1202.77,1112.44,90.33,11/9/2023
5,3810,2730,1080,1202.76,1112.46,90.3,11/9/2023
6,3830,2750,1080,1202.73,1112.47,90.26,11/9/2023
7,3790,2710,1080,1202.72,1112.39,90.33,11/9/2023
8,3810,2730,1080,1202.72,1112.43,90.29,11/9/2023
9,3970,2890,1080,1202.68,1112.57,90.11,11/9/2023
10,3970,2890,1080,1202.65,1112.61,90.04,11/9/2023
11,4090,3010,1080,1202.65,1112.75,89.9,11/9/2023
12,4180,3030,1150,1202.57,1112.85,89.72,11/9/2023
13,4330,3040,1290,1202.54,1112.97,89.57,11/9/2023
14,4510,3080,1430,1202.46,1113.2,89.26,11/9/2023
15,4630,3130,1500,1202.28,1113.26,89.02,11/9/2023
16,4610,3110,1500,1201.9,1113.28,88.62,11/9/2023
17,4590,3100,1490,1201.76,1113.23,88.53,11/9/2023
18,4590,3100,1490,1201.7,1113.24,88.46,11/9/2023
19,4550,3060,1490,1201.64,1113.22,88.42,11/9/2023
20,4550,3060,1490,1201.59,1113.18,88.41,11/9/2023
21,4550,3060,1490,1201.54,1113.23,88.31,11/9/2023
22,4550,3060,1490,1201.48,1113.23,88.25,11/9/2023
23,4550,3060,1490,1201.41,1113.22,88.19,11/9/2023
24,4550,3060,1490,1201.36,1113.16,88.2,11/9/2023
,,,,,,,11/9/2023
AVG,4218,2940,1278,1202.26,1112.86,89.4,11/9/2023
,,,,,,,11/9/2023
MAX,4630,3130,1500,1202.77,1113.28,90.37,11/9/2023
MIN,3790,2710,1080,1201.36,1112.39,88.19,11/9/2023
1,4550,3060,1490,1201.3,1113.17,88.13,11/10/2023
2,4550,3060,1490,1201.24,1113.2,88.04,11/10/2023
3,4550,3060,1490,1201.17,1113.22,87.95,11/10/2023
4,4550,3060,1490,1201.1,1113.16,87.94,11/10/2023
5,4530,3040,1490,1201.04,1113.22,87.82,11/10/2023
6,4610,3130,1480,1200.93,1113.25,87.68,11/10/2023
7,4590,3040,1550,1200.81,1113.3,87.51,11/10/2023
8,4690,3070,1620,1200.68,1113.27,87.41,11/10/2023
9,4750,3130,1620,1200.58,1113.44,87.14,11/10/2023
10,4850,3100,1750,1200.4,1113.52,86.88,11/10/2023
11,4830,3080,1750,1200.22,1113.51,86.71,11/10/2023
12,4830,3080,1750,1200.11,1113.49,86.62,11/10/2023
13,4830,3080,1750,1200.09,1113.46,86.63,11/10/2023
14,4830,3080,1750,1200.09,1113.47,86.62,11/10/2023
15,4830,3080,1750,1200.09,1113.55,86.54,11/10/2023
16,4830,3080,1750,1200.08,1113.47,86.61,11/10/2023
17,4830,3080,1750,1200.06,1113.48,86.58,11/10/2023
18,4810,3060,1750,1200.01,1113.42,86.59,11/10/2023
19,4830,3090,1740,1199.96,1113.45,86.51,11/10/2023
20,4810,3070,1740,1199.9,1113.47,86.43,11/10/2023
21,4830,3090,1740,1199.84,1113.46,86.38,11/10/2023
22,4810,3070,1740,1199.8,1113.49,86.31,11/10/2023
23,4810,3070,1740,1199.74,1113.46,86.28,11/10/2023
24,4810,3070,1740,1199.68,1113.45,86.23,11/10/2023
,,,,,,,11/10/2023
AVG,4739,3076,1663,1200.37,1113.39,86.98,11/10/2023
,,,,,,,11/10/2023
MAX,4850,3130,1750,1201.3,1113.55,88.13,11/10/2023
MIN,4530,3040,1480,1199.68,1113.16,86.23,11/10/2023
1,4790,3060,1730,1199.63,1113.49,86.14,11/11/2023
2,4790,3060,1730,1199.57,1113.4,86.17,11/11/2023
3,4790,3060,1730,1199.51,1113.41,86.1,11/11/2023
4,4810,3080,1730,1199.45,1113.45,86,11/11/2023
5,4790,3060,1730,1199.4,1113.43,85.97,11/11/2023
6,4790,3070,1720,1199.32,1113.41,85.91,11/11/2023
7,4770,3050,1720,1199.26,1113.45,85.81,11/11/2023
8,4750,3030,1720,1199.2,1113.39,85.81,11/11/2023
9,4710,3060,1650,1199.2,1113.34,85.86,11/11/2023
10,4710,3060,1650,1199.2,1113.38,85.82,11/11/2023
11,4690,3040,1650,1199.19,1113.33,85.86,11/11/2023
12,4710,3060,1650,1199.19,1113.37,85.82,11/11/2023
13,4710,3060,1650,1199.2,1113.36,85.84,11/11/2023
14,4710,3060,1650,1199.21,1113.33,85.88,11/11/2023
15,4710,3060,1650,1199.22,1113.35,85.87,11/11/2023
16,4710,3060,1650,1199.2,1113.35,85.85,11/11/2023
17,4710,3060,1650,1199.19,1113.36,85.83,11/11/2023
18,4690,3040,1650,1199.18,1113.35,85.83,11/11/2023
19,4710,3060,1650,1199.18,1113.3,85.88,11/11/2023
20,4710,3060,1650,1199.17,1113.33,85.84,11/11/2023
21,4690,3040,1650,1199.16,1113.34,85.82,11/11/2023
22,4690,3040,1650,1199.15,1113.39,85.76,11/11/2023
23,4670,3020,1650,1199.15,1113.33,85.82,11/11/2023
24,4710,3060,1650,1199.14,1113.37,85.77,11/11/2023
,,,,,,,11/11/2023
AVG,4730,3055,1675,1199.26,1113.38,85.89,11/11/2023
,,,,,,,11/11/2023
MAX,4810,3080,1730,1199.63,1113.49,86.17,11/11/2023
MIN,4670,3020,1650,1199.14,1113.3,85.76,11/11/2023
1,4690,3040,1650,1199.12,1113.37,85.75,11/12/2023
2,4690,3040,1650,1199.09,1113.37,85.72,11/12/2023
3,4690,3040,1650,1199.07,1113.35,85.72,11/12/2023
4,4690,3040,1650,1199.05,1113.35,85.7,11/12/2023
5,4690,3040,1650,1199.02,1113.35,85.67,11/12/2023
6,4670,3020,1650,1198.99,1113.33,85.66,11/12/2023
7,4670,3020,1650,1198.96,1113.32,85.64,11/12/2023
8,4670,3020,1650,1198.95,1113.3,85.65,11/12/2023
9,4670,3020,1650,1198.9,1113.41,85.49,11/12/2023
10,4670,3030,1640,1198.87,1113.34,85.53,11/12/2023
11,4670,3030,1640,1198.86,1113.3,85.56,11/12/2023
12,4670,3030,1640,1198.86,1113.3,85.56,11/12/2023
13,4670,3030,1640,1198.87,1113.35,85.52,11/12/2023
14,4670,3030,1640,1198.87,1113.33,85.54,11/12/2023
15,4690,3050,1640,1198.86,1113.33,85.53,11/12/2023
16,4690,3050,1640,1198.85,1113.38,85.47,11/12/2023
17,4670,3030,1640,1198.83,1113.31,85.52,11/12/2023
18,4670,3030,1640,1198.82,1113.32,85.5,11/12/2023
19,4670,3030,1640,1198.82,1113.32,85.5,11/12/2023
20,4670,3030,1640,1198.81,1113.32,85.49,11/12/2023
21,4690,3050,1640,1198.77,1113.33,85.44,11/12/2023
22,4670,3030,1640,1198.75,1113.35,85.4,11/12/2023
23,4670,3030,1640,1198.74,1113.34,85.4,11/12/2023
24,4670,3030,1640,1198.72,1113.32,85.4,11/12/2023
,,,,,,,11/12/2023
AVG,4677,3033,1644,1198.89,1113.34,85.56,11/12/2023
,,,,,,,11/12/2023
MAX,4690,3050,1650,1199.12,1113.41,85.75,11/12/2023
MIN,4670,3020,1640,1198.72,1113.3,85.4,11/12/2023
1,4670,3030,1640,1198.7,1113.34,85.36,11/13/2023
2,4670,3030,1640,1198.68,1113.33,85.35,11/13/2023
3,4670,3030,1640,1198.66,1113.34,85.32,11/13/2023
4,4690,3050,1640,1198.64,1113.34,85.3,11/13/2023
5,4690,3050,1640,1198.6,1113.32,85.28,11/13/2023
6,4670,3030,1640,1198.57,1113.34,85.23,11/13/2023
7,4670,3030,1640,1198.54,1113.35,85.19,11/13/2023
8,4650,3010,1640,1198.51,1113.39,85.12,11/13/2023
9,4650,3010,1640,1198.5,1113.2,85.3,11/13/2023
10,4330,2960,1370,1198.57,1113,85.57,11/13/2023
11,4010,2910,1100,1198.65,1112.58,86.07,11/13/2023
12,3720,2690,1030,1198.66,1112.33,86.33,11/13/2023
13,3470,2440,1030,1198.55,1112.08,86.47,11/13/2023
14,3180,2160,1020,1198.33,1111.67,86.66,11/13/2023
15,2980,1960,1020,1198.13,1111.46,86.67,11/13/2023
16,3100,3100,0,1197.87,1111.42,86.45,11/13/2023
17,2980,2980,0,1197.82,1111.43,86.39,11/13/2023
18,2980,2980,0,1197.83,1111.4,86.43,11/13/2023
19,2970,2970,0,1197.85,1111.41,86.44,11/13/2023
20,2980,2980,0,1197.87,1111.4,86.47,11/13/2023
21,2980,2980,0,1197.89,1111.39,86.5,11/13/2023
22,2970,2970,0,1197.91,1111.38,86.53,11/13/2023
23,2970,2970,0,1197.93,1111.35,86.58,11/13/2023
24,2970,2970,0,1197.95,1111.4,86.55,11/13/2023
,,,,,,,11/13/2023
AVG,3776,2887,889,1198.3,1112.32,85.98,11/13/2023
,,,,,,,11/13/2023
MAX,4690,3100,1640,1198.7,1113.39,86.67,11/13/2023
MIN,2970,1960,0,1197.82,1111.35,85.12,11/13/2023
1,2970,2970,0,1197.96,1111.37,86.59,11/14/2023
2,2970,2970,0,1197.98,1111.42,86.56,11/14/2023
3,2970,2970,0,1197.98,1111.43,86.55,11/14/2023
4,2980,2980,0,1197.98,1111.41,86.57,11/14/2023
5,2970,2970,0,1197.99,1111.4,86.59,11/14/2023
6,2980,2980,0,1197.98,1111.44,86.54,11/14/2023
7,2980,2980,0,1197.97,1111.45,86.52,11/14/2023
8,3000,3000,0,1197.99,1111.41,86.58,11/14/2023
9,3030,3030,0,1198,1111.48,86.52,11/14/2023
10,3030,3030,0,1198,1111.46,86.54,11/14/2023
11,2970,2970,0,1198.04,1111.4,86.64,11/14/2023
12,2970,2970,0,1198.07,1111.42,86.65,11/14/2023
13,3010,3010,0,1198.09,1111.46,86.63,11/14/2023
14,3050,3050,0,1198.1,1111.52,86.58,11/14/2023
15,3030,3030,0,1198.08,1111.44,86.64,11/14/2023
16,3030,3030,0,1198.07,1111.48,86.59,11/14/2023
17,3030,3030,0,1198.08,1111.47,86.61,11/14/2023
18,3010,3010,0,1198.07,1111.47,86.6,11/14/2023
19,3010,3010,0,1198.07,1111.43,86.64,11/14/2023
20,3030,3030,0,1198.06,1111.45,86.61,11/14/2023
21,3010,3010,0,1198.06,1111.51,86.55,11/14/2023
22,3010,3010,0,1198.06,1111.46,86.6,11/14/2023
23,3000,3000,0,1198.06,1111.42,86.64,11/14/2023
24,3030,3030,0,1198.06,1111.5,86.56,11/14/2023
,,,,,,,11/14/2023
AVG,3003,3003,0,1198.03,1111.45,86.59,11/14/2023
,,,,,,,11/14/2023
MAX,3050,3050,0,1198.1,1111.52,86.65,11/14/2023
MIN,2970,2970,0,1197.96,1111.37,86.52,11/14/2023
1,3010,3010,0,1198.05,1111.47,86.58,11/15/2023
2,3010,3010,0,1198.04,1111.46,86.58,11/15/2023
3,3030,3030,0,1198.03,1111.47,86.56,11/15/2023
4,3010,3010,0,1198.02,1111.43,86.59,11/15/2023
5,3010,3010,0,1198,1111.46,86.54,11/15/2023
6,3030,3030,0,1197.98,1111.47,86.51,11/15/2023
7,3030,3030,0,1197.96,1111.49,86.47,11/15/2023
8,3160,2140,1020,1198.09,1111.74,86.35,11/15/2023
9,3280,2250,1030,1198.5,1111.88,86.62,11/15/2023
10,3470,2440,1030,1198.83,1112.08,86.75,11/15/2023
11,3500,2460,1040,1199.04,1112.11,86.93,11/15/2023
12,3560,2520,1040,1199.18,1112.19,86.99,11/15/2023
13,3590,2550,1040,1199.32,1112.24,87.08,11/15/2023
14,3610,2570,1040,1199.37,1112.26,87.11,11/15/2023
15,3630,2590,1040,1199.35,1112.26,87.09,11/15/2023
16,3630,2590,1040,1199.32,1112.27,87.05,11/15/2023
17,3630,2590,1040,1199.3,1112.29,87.01,11/15/2023
18,3610,2570,1040,1199.27,1112.27,87,11/15/2023
19,3630,2590,1040,1199.23,1112.28,86.95,11/15/2023
20,3610,2570,1040,1199.21,1112.28,86.93,11/15/2023
21,3610,2570,1040,1199.17,1112.25,86.92,11/15/2023
22,3610,2570,1040,1199.14,1112.25,86.89,11/15/2023
23,3610,2570,1040,1199.11,1112.28,86.83,11/15/2023
24,3610,2570,1040,1199.08,1112.25,86.83,11/15/2023
,,,,,,,11/15/2023
AVG,3395,2660,735,1198.77,1111.98,86.8,11/15/2023
,,,,,,,11/15/2023
MAX,3630,3030,1040,1199.37,1112.29,87.11,11/15/2023
MIN,3010,2140,0,1197.96,1111.43,86.35,11/15/2023
1,3630,2590,1040,1199.04,1112.27,86.77,11/16/2023
2,3610,2570,1040,1199,1112.25,86.75,11/16/2023
3,3610,2580,1030,1198.96,1112.23,86.73,11/16/2023
4,3610,2580,1030,1198.92,1112.28,86.64,11/16/2023
5,3610,2580,1030,1198.87,1112.29,86.58,11/16/2023
6,3630,2600,1030,1198.83,1112.28,86.55,11/16/2023
7,3630,2600,1030,1198.76,1112.28,86.48,11/16/2023
8,3610,2580,1030,1198.71,1112.32,86.39,11/16/2023
9,3740,2710,1030,1198.62,1112.41,86.21,11/16/2023
10,3960,2940,1020,1198.45,1112.65,85.8,11/16/2023
11,4050,3030,1020,1198.45,1112.79,85.66,11/16/2023
12,4200,3090,1110,1198.44,1112.92,85.52,11/16/2023
13,4350,3180,1170,1198.41,1113.06,85.35,11/16/2023
14,4350,3180,1170,1198.4,1113.03,85.37,11/16/2023
15,4410,3240,1170,1198.46,1113.12,85.34,11/16/2023
16,4410,3240,1170,1198.48,1113.12,85.36,11/16/2023
17,4390,3210,1180,1198.52,1113.13,85.39,11/16/2023
18,4390,3210,1180,1198.56,1113.09,85.47,11/16/2023
19,4410,3230,1180,1198.58,1113.1,85.48,11/16/2023
20,4410,3230,1180,1198.6,1113.09,85.51,11/16/2023
21,4410,3230,1180,1198.62,1113.1,85.52,11/16/2023
22,4390,3210,1180,1198.64,1113.05,85.59,11/16/2023
23,4390,3210,1180,1198.66,1113.12,85.54,11/16/2023
24,4390,3210,1180,1198.67,1113.12,85.55,11/16/2023
,,,,,,,11/16/2023
AVG,4066,2960,1107,1198.65,1112.75,85.9,11/16/2023
,,,,,,,11/16/2023
MAX,4410,3240,1180,1199.04,1113.13,86.77,11/16/2023
MIN,3610,2570,1020,1198.4,1112.23,85.34,11/16/2023
1,4410,3250,1160,1198.69,1113.09,85.6,11/17/2023
2,4410,3250,1160,1198.69,1113.07,85.62,11/17/2023
3,4410,3240,1170,1198.7,1113.1,85.6,11/17/2023
4,4390,3230,1160,1198.69,1113.07,85.62,11/17/2023
5,4410,3250,1160,1198.68,1113.06,85.62,11/17/2023
6,4410,3250,1160,1198.67,1113.13,85.54,11/17/2023
7,4390,3230,1160,1198.67,1113.08,85.59,11/17/2023
8,4390,3230,1160,1198.65,1113.06,85.59,11/17/2023
9,4240,3080,1160,1198.65,1112.89,85.76,11/17/2023
10,4100,3070,1030,1198.6,1112.74,85.86,11/17/2023
11,4050,3030,1020,1198.48,1112.74,85.74,11/17/2023
12,3870,2850,1020,1198.47,1112.57,85.9,11/17/2023
13,3680,2650,1030,1198.6,1112.36,86.24,11/17/2023
14,3590,2560,1030,1198.8,1112.23,86.57,11/17/2023
15,3610,2580,1030,1198.8,1112.25,86.55,11/17/2023
16,3610,2580,1030,1198.8,1112.26,86.54,11/17/2023
17,3610,2580,1030,1198.8,1112.27,86.53,11/17/2023
18,3610,2580,1030,1198.81,1112.21,86.6,11/17/2023
19,3610,2580,1030,1198.8,1112.27,86.53,11/17/2023
20,3610,2580,1030,1198.8,1112.26,86.54,11/17/2023
21,3590,2560,1030,1198.8,1112.27,86.53,11/17/2023
22,3590,2560,1030,1198.79,1112.24,86.55,11/17/2023
