,Hour,Total Outflow kcfs,Generation Flow kcfs,Spill kcfs,Forebay Elevation,Tailwater Elevation,Average Head,Nav Lock Tailwater Elevation,Date,0
14565,6,22.1,13.0,8.6,438.18,338.96,99.22,339.44,2023-08-25,
14566,7,22.1,13.0,8.6,438.24,339.14,99.1,339.58,2023-08-25,
14567,8,22.2,13.0,8.6,438.27,339.09,99.18,339.55,2023-08-25,
14568,9,22.2,13.1,8.6,438.28,339.01,99.27,339.47,2023-08-25,
14569,10,22.1,13.0,8.6,438.28,339.08,99.2,339.57,2023-08-25,
14570,11,22.2,13.0,8.6,438.33,339.1,99.23,339.5,2023-08-25,
14571,12,22.2,13.0,8.7,438.34,339.15,99.19,339.6,2023-08-25,
14572,13,22.2,13.0,8.6,438.38,339.17,99.21,339.64,2023-08-25,
14573,14,22.2,13.0,8.6,438.43,339.21,99.22,339.64,2023-08-25,
14574,15,22.2,13.1,8.7,438.43,339.22,99.21,339.72,2023-08-25,
14575,16,34.4,23.7,8.6,438.3,340.58,97.72,340.79,2023-08-25,
14576,17,34.6,25.5,8.6,438.36,340.4,97.96,340.65,2023-08-25,
14577,18,35.7,26.6,8.6,438.18,341.2,96.98,341.26,2023-08-25,
14578,19,47.4,38.3,8.6,438.39,341.87,96.52,341.84,2023-08-25,
14579,20,47.7,38.5,8.6,438.32,341.85,96.47,341.86,2023-08-25,
14580,21,47.6,38.5,8.6,438.19,341.83,96.36,341.82,2023-08-25,
14581,22,47.4,38.3,8.6,438.34,341.57,96.77,341.73,2023-08-25,
14582,23,35.7,26.5,8.7,438.35,340.39,97.96,340.78,2023-08-25,
14583,24,23.1,13.9,8.6,438.25,339.26,98.99,339.79,2023-08-25,
14584,,,,,,,,,2023-08-25,
14585,AVG,28.65,19.38,8.61,438.28,339.73,98.55,340.09,2023-08-25,
14586,,,,,,,,,2023-08-25,
14587,MAX,47.7,38.5,8.7,438.43,341.87,99.59,341.86,2023-08-25,
14588,MIN,22.1,13.0,8.6,438.04,338.58,96.36,339.05,2023-08-25,
14589,1,22.7,13.6,8.6,438.12,339.42,98.7,340.0,2023-08-26,
14590,2,22.7,13.6,8.6,438.31,339.49,98.82,340.08,2023-08-26,
14591,3,22.7,13.6,8.6,438.23,339.44,98.79,340.04,2023-08-26,
14592,4,22.6,13.5,8.6,438.17,339.44,98.73,340.01,2023-08-26,
14593,5,22.7,13.6,8.6,438.19,339.53,98.66,340.08,2023-08-26,
14594,6,22.7,13.6,8.6,438.22,339.54,98.68,340.09,2023-08-26,
14595,7,22.7,13.6,8.6,438.13,339.53,98.6,340.12,2023-08-26,
14596,8,22.8,13.6,8.6,438.23,339.56,98.67,340.09,2023-08-26,
14597,9,24.2,13.5,8.6,438.28,339.76,98.52,340.33,2023-08-26,
14598,10,22.8,13.6,8.6,438.31,339.51,98.8,340.05,2023-08-26,
14599,11,22.8,13.6,8.6,438.28,339.49,98.79,340.07,2023-08-26,
14600,12,22.7,13.6,8.6,438.44,339.49,98.95,340.0,2023-08-26,
14601,13,22.7,13.6,8.6,438.34,339.47,98.87,340.23,2023-08-26,
14602,14,24.2,13.6,8.6,438.27,339.45,98.82,339.98,2023-08-26,
14603,15,22.7,13.5,8.7,438.49,339.36,99.13,339.94,2023-08-26,
14604,16,22.7,13.5,8.7,438.69,339.37,99.32,340.01,2023-08-26,
14605,17,35.6,24.9,8.7,438.54,340.85,97.69,341.1,2023-08-26,
14606,18,47.3,38.1,8.7,438.46,341.71,96.75,341.75,2023-08-26,
14607,19,47.4,38.2,8.7,438.6,341.63,96.97,341.7,2023-08-26,
14608,20,48.8,38.1,8.7,438.37,341.73,96.64,341.78,2023-08-26,
14609,21,48.7,38.1,8.7,438.36,341.65,96.71,341.67,2023-08-26,
14610,22,47.0,37.9,8.7,438.37,341.33,97.04,341.47,2023-08-26,
14611,23,34.9,25.7,8.7,438.55,339.92,98.63,340.31,2023-08-26,
14612,24,22.4,13.3,8.7,438.5,338.79,99.71,339.22,2023-08-26,
14613,,,,,,,,,2023-08-26,
14614,AVG,29.1,19.65,8.64,438.35,339.98,98.37,340.42,2023-08-26,
14615,,,,,,,,,2023-08-26,
14616,MAX,48.8,38.2,8.7,438.69,341.73,99.71,341.78,2023-08-26,
14617,MIN,22.4,13.3,8.6,438.12,338.79,96.64,339.22,2023-08-26,
14618,1,22.1,13.0,8.7,438.33,338.87,99.46,339.34,2023-08-27,
14619,2,22.2,13.0,8.7,438.59,339.01,99.58,339.48,2023-08-27,
14620,3,22.1,12.9,8.7,438.44,339.14,99.3,339.61,2023-08-27,
14621,4,22.1,13.0,8.7,438.51,339.13,99.38,339.61,2023-08-27,
14622,5,22.1,13.0,8.7,438.48,339.22,99.26,339.74,2023-08-27,
14623,6,22.1,13.0,8.7,438.39,339.27,99.12,339.78,2023-08-27,
14624,7,22.1,13.0,8.7,438.42,339.53,98.89,339.98,2023-08-27,
14625,8,23.8,13.1,8.7,438.32,339.42,98.9,339.91,2023-08-27,
14626,9,22.3,13.2,8.7,438.37,339.44,98.93,339.97,2023-08-27,
14627,10,22.3,13.1,8.7,438.46,339.55,98.91,339.97,2023-08-27,
14628,11,22.1,13.0,8.7,438.38,339.51,98.87,340.01,2023-08-27,
14629,12,22.1,13.0,8.7,438.55,339.4,99.15,339.86,2023-08-27,
14630,13,23.6,12.9,8.7,438.35,339.4,98.95,339.87,2023-08-27,
14631,14,22.1,12.9,8.7,438.38,339.22,99.16,339.71,2023-08-27,
14632,15,22.1,12.9,8.7,438.42,339.25,99.17,339.67,2023-08-27,
14633,16,22.1,13.0,8.7,438.48,339.53,98.95,340.12,2023-08-27,
14634,17,33.1,23.9,8.7,438.66,340.38,98.28,340.59,2023-08-27,
14635,18,35.1,25.9,8.7,438.8,340.29,98.51,340.46,2023-08-27,
14636,19,38.0,25.8,8.7,438.75,340.34,98.41,340.46,2023-08-27,
14637,20,35.0,25.8,8.7,438.89,340.14,98.75,340.34,2023-08-27,
14638,21,35.0,25.8,8.7,438.97,340.19,98.78,340.33,2023-08-27,
14639,22,34.8,25.6,8.7,439.08,339.8,99.28,340.14,2023-08-27,
14640,23,22.9,13.6,8.7,439.28,338.64,100.64,339.16,2023-08-27,
14641,24,22.6,13.4,8.7,438.86,338.81,100.05,339.35,2023-08-27,
14642,,,,,,,,,2023-08-27,
14643,AVG,25.58,16.16,8.7,438.59,339.48,99.11,339.89,2023-08-27,
14644,,,,,,,,,2023-08-27,
14645,MAX,38.0,25.9,8.7,439.28,340.38,100.64,340.59,2023-08-27,
14646,MIN,22.1,12.9,8.7,438.32,338.64,98.28,339.16,2023-08-27,
14647,1,22.7,13.4,8.7,439.2,338.97,100.23,339.5,2023-08-28,
14648,2,22.7,13.4,8.7,439.07,339.0,100.07,339.55,2023-08-28,
14649,3,22.7,13.5,8.7,439.03,339.11,99.92,339.65,2023-08-28,
14650,4,22.7,13.5,8.7,439.14,339.18,99.96,339.75,2023-08-28,
14651,5,22.7,13.5,8.7,438.93,339.31,99.62,339.85,2023-08-28,
14652,6,22.8,13.6,8.7,439.15,339.37,99.78,339.93,2023-08-28,
14653,7,22.7,13.5,8.7,439.07,339.45,99.62,339.98,2023-08-28,
14654,8,22.2,13.0,8.7,439.07,339.55,99.52,340.01,2023-08-28,
14655,9,22.2,13.0,8.7,439.17,339.48,99.69,339.96,2023-08-28,
14656,10,25.5,16.2,8.7,439.02,340.47,98.55,340.77,2023-08-28,
14657,11,35.7,26.5,8.7,439.03,340.61,98.42,341.02,2023-08-28,
14658,12,34.9,25.7,8.7,438.93,340.21,98.72,340.71,2023-08-28,
14659,13,34.3,25.1,8.7,438.73,340.19,98.54,340.64,2023-08-28,
14660,14,33.7,23.0,8.7,438.96,340.26,98.7,340.59,2023-08-28,
14661,15,34.2,25.0,8.7,438.86,340.39,98.47,340.61,2023-08-28,
14662,16,34.7,25.5,8.7,438.78,340.32,98.46,340.55,2023-08-28,
14663,17,35.2,26.0,8.7,438.83,340.5,98.33,340.67,2023-08-28,
14664,18,47.2,38.0,8.7,438.65,341.56,97.09,341.59,2023-08-28,
14665,19,47.2,38.0,8.7,438.94,341.48,97.46,341.5,2023-08-28,
14666,20,47.3,38.1,8.7,438.65,341.46,97.19,341.47,2023-08-28,
14667,21,47.2,38.0,8.7,438.76,341.39,97.37,341.41,2023-08-28,
14668,22,47.2,38.0,8.7,438.74,341.29,97.45,341.38,2023-08-28,
14669,23,35.0,25.8,8.7,438.83,339.73,99.1,340.01,2023-08-28,
14670,24,22.8,13.6,8.7,438.59,338.66,99.93,339.12,2023-08-28,
14671,,,,,,,,,2023-08-28,
14672,AVG,31.9,22.62,8.7,438.92,340.08,98.84,340.43,2023-08-28,
14673,,,,,,,,,2023-08-28,
14674,MAX,47.3,38.1,8.7,439.2,341.56,100.23,341.59,2023-08-28,
14675,MIN,22.2,13.0,8.7,438.59,338.66,97.09,339.12,2023-08-28,
14676,1,22.6,13.4,8.7,438.62,338.8,99.82,339.31,2023-08-29,
14677,2,22.6,13.4,8.7,438.95,338.77,100.18,339.31,2023-08-29,
14678,3,22.6,13.4,8.7,438.7,338.81,99.89,339.32,2023-08-29,
14679,4,22.6,13.4,8.7,438.81,338.83,99.98,339.48,2023-08-29,
14680,5,24.2,13.5,8.7,438.75,338.8,99.95,339.37,2023-08-29,
14681,6,24.1,13.5,8.7,438.61,339.0,99.61,339.49,2023-08-29,
14682,7,22.5,13.3,8.7,438.65,338.92,99.73,339.38,2023-08-29,
14683,8,22.5,13.3,8.7,438.56,338.99,99.57,339.52,2023-08-29,
14684,9,22.6,13.4,8.7,438.63,338.9,99.73,339.42,2023-08-29,
14685,10,22.5,13.3,8.7,438.61,338.93,99.68,339.4,2023-08-29,
14686,11,22.6,13.4,8.7,438.63,338.95,99.68,339.46,2023-08-29,
14687,12,22.6,13.4,8.7,438.63,339.0,99.63,339.46,2023-08-29,
14688,13,22.6,13.4,8.7,438.59,338.97,99.62,339.45,2023-08-29,
14689,14,22.6,13.4,8.7,438.63,338.97,99.66,339.46,2023-08-29,
14690,15,22.5,13.4,8.7,438.71,338.92,99.79,339.5,2023-08-29,
14691,16,22.6,13.4,8.7,438.59,338.89,99.7,339.43,2023-08-29,
14692,17,24.1,13.4,8.7,438.88,339.0,99.88,339.5,2023-08-29,
14693,18,33.8,24.6,8.7,438.73,340.27,98.46,340.45,2023-08-29,
14694,19,34.7,25.5,8.7,438.86,340.11,98.75,340.34,2023-08-29,
14695,20,34.7,25.5,8.7,438.84,340.06,98.78,340.3,2023-08-29,
14696,21,34.7,25.5,8.7,438.64,339.98,98.66,340.22,2023-08-29,
14697,22,36.1,25.4,8.7,438.86,339.93,98.93,340.27,2023-08-29,
14698,23,22.4,13.2,8.7,438.82,338.6,100.22,339.01,2023-08-29,
14699,24,22.0,12.8,8.7,438.58,338.59,99.99,339.02,2023-08-29,
14700,,,,,,,,,2023-08-29,
14701,AVG,25.28,15.84,8.7,438.7,339.12,99.58,339.58,2023-08-29,
14702,,,,,,,,,2023-08-29,
14703,MAX,36.1,25.5,8.7,438.95,340.27,100.22,340.45,2023-08-29,
14704,MIN,22.0,12.8,8.7,438.56,338.59,98.46,339.01,2023-08-29,
14705,1,22.0,12.8,8.7,438.93,338.79,100.14,339.19,2023-08-30,
14706,2,22.0,12.8,8.7,438.77,338.8,99.97,339.2,2023-08-30,
14707,3,22.0,12.8,8.7,438.86,338.74,100.12,339.14,2023-08-30,
14708,4,22.0,12.8,8.7,438.9,338.83,100.07,339.23,2023-08-30,
14709,5,22.0,12.8,8.7,438.87,339.35,99.52,339.83,2023-08-30,
14710,6,23.5,12.8,8.7,438.91,338.88,100.03,339.27,2023-08-30,
14711,7,22.0,12.8,8.7,438.87,338.83,100.04,339.28,2023-08-30,
14712,8,22.0,12.8,8.7,438.99,338.91,100.08,339.37,2023-08-30,
14713,9,22.0,12.8,8.7,438.91,338.89,100.02,339.33,2023-08-30,
14714,10,23.5,12.8,8.7,438.89,339.51,99.38,339.91,2023-08-30,
14715,11,22.0,12.8,8.7,438.89,338.96,99.93,339.37,2023-08-30,
14716,12,22.1,12.9,8.7,438.82,338.91,99.91,339.31,2023-08-30,
14717,13,22.1,12.9,8.7,438.87,338.85,100.02,339.29,2023-08-30,
14718,14,22.0,12.8,8.7,438.92,338.9,100.02,339.32,2023-08-30,
14719,15,22.1,12.8,8.7,439.04,338.94,100.1,339.34,2023-08-30,
14720,16,22.5,13.3,8.7,438.93,339.22,99.71,339.53,2023-08-30,
14721,17,35.4,26.2,8.7,438.74,340.36,98.38,340.52,2023-08-30,
14722,18,36.9,26.2,8.7,439.1,340.66,98.44,340.71,2023-08-30,
14723,19,35.4,26.2,8.7,438.9,340.22,98.68,340.38,2023-08-30,
14724,20,35.4,26.2,8.7,438.95,340.18,98.77,340.35,2023-08-30,
14725,21,35.5,26.2,8.7,439.05,340.12,98.93,340.33,2023-08-30,
14726,22,36.7,26.0,8.7,438.93,340.37,98.56,340.64,2023-08-30,
14727,23,22.8,13.6,8.7,439.18,338.53,100.65,339.03,2023-08-30,
14728,24,22.4,13.2,8.7,438.74,338.54,100.2,339.03,2023-08-30,
14729,,,,,,,,,2023-08-30,
14730,AVG,25.68,16.22,8.7,438.92,339.26,99.65,339.62,2023-08-30,
14731,,,,,,,,,2023-08-30,
14732,MAX,36.9,26.2,8.7,439.18,340.66,100.65,340.71,2023-08-30,
14733,MIN,22.0,12.8,8.7,438.74,338.53,98.38,339.03,2023-08-30,
14734,1,22.5,13.3,8.7,439.09,338.55,100.54,339.09,2023-08-31,
14735,2,21.7,12.5,8.7,439.01,338.5,100.51,339.04,2023-08-31,
14736,3,21.6,12.4,8.7,438.91,338.61,100.3,339.12,2023-08-31,
14737,4,21.6,12.3,8.7,439.15,338.57,100.58,339.12,2023-08-31,
14738,5,21.6,12.4,8.7,438.86,338.61,100.25,339.14,2023-08-31,
14739,6,21.6,12.4,8.7,439.03,338.66,100.37,339.2,2023-08-31,
14740,7,21.6,12.4,8.7,438.97,338.7,100.27,339.23,2023-08-31,
14741,8,21.6,12.4,8.7,438.93,338.71,100.22,339.27,2023-08-31,
14742,9,21.6,12.4,8.7,439.08,338.66,100.42,339.23,2023-08-31,
14743,10,21.7,12.4,8.7,438.9,338.86,100.04,339.42,2023-08-31,
14744,11,21.8,12.6,8.7,439.16,338.78,100.38,339.33,2023-08-31,
14745,12,34.6,25.4,8.7,438.76,340.25,98.51,340.56,2023-08-31,
14746,13,35.9,26.7,8.7,439.14,340.64,98.5,340.82,2023-08-31,
14747,14,37.5,26.8,8.7,439.08,340.3,98.78,340.54,2023-08-31,
14748,15,38.3,27.6,8.7,438.88,340.49,98.39,340.69,2023-08-31,
14749,16,35.8,26.6,8.7,438.96,340.07,98.89,340.55,2023-08-31,
14750,17,35.3,26.1,8.7,438.83,340.09,98.74,340.6,2023-08-31,
14751,18,35.4,26.2,8.7,439.15,340.11,99.04,340.6,2023-08-31,
14752,19,37.0,26.3,8.7,439.01,340.61,98.4,341.15,2023-08-31,
14753,20,35.8,26.6,8.7,439.1,340.17,98.93,340.68,2023-08-31,
14754,21,35.7,26.5,8.7,439.17,340.14,99.03,340.61,2023-08-31,
14755,22,34.0,24.8,8.7,439.26,339.82,99.44,340.28,2023-08-31,
14756,23,22.2,12.9,8.7,439.47,338.94,100.53,339.47,2023-08-31,
14757,24,23.0,12.5,8.5,439.1,339.1,100.0,339.33,2023-08-31,
14758,,,,,,,,,2023-08-31,
14759,AVG,28.31,18.85,8.69,439.04,339.41,99.63,339.88,2023-08-31,
14760,,,,,,,,,2023-08-31,
14761,MAX,38.3,27.6,8.7,439.47,340.64,100.58,341.15,2023-08-31,
14762,MIN,21.6,12.3,8.5,438.76,338.5,98.39,339.04,2023-08-31,
14763,1,13.0,12.5,0.0,439.48,339.03,100.45,339.24,2023-09-01,
14764,2,13.1,12.6,0.0,439.22,339.39,99.83,339.57,2023-09-01,
14765,3,14.6,12.6,0.0,439.31,339.35,99.96,339.54,2023-09-01,
14766,4,13.1,12.6,0.0,439.4,339.47,99.93,339.69,2023-09-01,
14767,5,13.3,12.6,0.2,439.13,339.39,99.74,339.91,2023-09-01,
14768,6,22.4,12.5,9.4,439.3,339.55,99.75,340.36,2023-09-01,
14769,7,22.7,12.6,9.6,439.27,339.43,99.84,340.23,2023-09-01,
14770,8,22.5,12.6,9.4,439.11,339.34,99.77,340.13,2023-09-01,
14771,9,22.5,12.6,9.5,439.27,339.5,99.77,340.33,2023-09-01,
14772,10,26.7,25.3,1.0,439.01,340.39,98.62,340.55,2023-09-01,
14773,11,26.7,26.2,0.0,439.19,340.1,99.09,340.3,2023-09-01,
14774,12,26.2,25.7,0.0,439.14,340.13,99.01,340.25,2023-09-01,
14775,13,26.1,25.6,0.0,438.99,340.06,98.93,340.21,2023-09-01,
14776,14,26.1,25.6,0.0,439.1,339.97,99.13,340.11,2023-09-01,
14777,15,26.1,25.6,0.0,438.99,339.91,99.08,340.06,2023-09-01,
14778,16,27.1,26.6,0.0,438.97,340.48,98.49,340.47,2023-09-01,
14779,17,36.6,36.1,0.0,438.82,340.96,97.86,341.03,2023-09-01,
14780,18,37.1,36.6,0.0,439.11,340.78,98.33,340.77,2023-09-01,
14781,19,37.0,36.5,0.0,439.0,340.88,98.12,340.86,2023-09-01,
14782,20,42.1,40.1,0.0,438.94,341.55,97.39,341.63,2023-09-01,
14783,21,42.4,40.4,0.0,439.07,341.13,97.94,341.23,2023-09-01,
14784,22,40.9,40.4,0.0,439.02,341.07,97.95,341.14,2023-09-01,
14785,23,40.2,39.7,0.0,439.21,340.75,98.46,340.84,2023-09-01,
14786,24,22.4,21.9,0.0,439.32,339.04,100.28,339.17,2023-09-01,
14787,,,,,,,,,2023-09-01,
14788,AVG,26.7,24.4,1.63,439.14,340.07,99.07,340.32,2023-09-01,
14789,,,,,,,,,2023-09-01,
14790,MAX,42.4,40.4,9.6,439.48,341.55,100.45,341.63,2023-09-01,
14791,MIN,13.0,12.5,0.0,438.82,339.03,97.39,339.17,2023-09-01,
14792,1,13.2,12.7,0.0,438.96,338.86,100.1,339.06,2023-09-02,
14793,2,13.0,12.5,0.0,439.37,339.1,100.27,339.28,2023-09-02,
14794,3,13.0,12.5,0.0,439.08,339.21,99.87,339.39,2023-09-02,
14795,4,13.0,12.5,0.0,439.18,339.25,99.93,339.42,2023-09-02,
14796,5,14.5,12.5,0.0,439.26,339.44,99.82,339.58,2023-09-02,
14797,6,13.0,12.5,0.0,439.06,339.39,99.67,339.53,2023-09-02,
14798,7,20.9,20.4,0.0,439.1,340.18,98.92,340.3,2023-09-02,
14799,8,22.2,21.7,0.0,439.35,340.02,99.33,340.2,2023-09-02,
14800,9,22.1,21.6,0.0,439.12,339.97,99.15,340.1,2023-09-02,
14801,10,22.1,21.6,0.0,439.44,340.03,99.41,340.15,2023-09-02,
14802,11,22.0,21.5,0.0,439.16,340.09,99.07,340.43,2023-09-02,
14803,12,22.0,21.5,0.0,439.32,340.08,99.24,340.15,2023-09-02,
14804,13,22.5,22.0,0.0,439.35,340.29,99.06,340.38,2023-09-02,
14805,14,37.8,37.3,0.0,439.23,341.33,97.9,341.33,2023-09-02,
14806,15,38.0,37.5,0.0,439.16,341.23,97.93,341.24,2023-09-02,
14807,16,37.8,37.3,0.0,438.78,341.16,97.62,341.22,2023-09-02,
14808,17,39.4,37.4,0.0,438.83,341.2,97.63,341.21,2023-09-02,
14809,18,37.7,37.2,0.0,439.1,341.17,97.93,341.18,2023-09-02,
14810,19,36.6,36.1,0.0,438.92,341.25,97.67,341.22,2023-09-02,
14811,20,38.0,36.0,0.0,438.91,341.07,97.84,341.06,2023-09-02,
14812,21,34.7,34.2,0.0,438.84,340.66,98.18,340.81,2023-09-02,
14813,22,24.5,22.5,0.0,438.92,339.76,99.16,339.96,2023-09-02,
14814,23,14.6,12.6,0.0,438.66,339.16,99.5,339.34,2023-09-02,
14815,24,13.0,12.5,0.0,438.8,339.36,99.44,339.48,2023-09-02,
14816,,,,,,,,,2023-09-02,
14817,AVG,24.4,23.59,0.0,439.08,340.14,98.94,340.25,2023-09-02,
14818,,,,,,,,,2023-09-02,
14819,MAX,39.4,37.5,0.0,439.44,341.33,100.27,341.33,2023-09-02,
14820,MIN,13.0,12.5,0.0,438.66,338.86,97.62,339.06,2023-09-02,
14821,1,13.0,12.5,0.0,438.83,339.49,99.34,339.65,2023-09-03,
14822,2,13.0,12.5,0.0,438.71,339.33,99.38,339.45,2023-09-03,
14823,3,13.0,12.5,0.0,438.81,339.33,99.48,339.47,2023-09-03,
14824,4,13.0,12.5,0.0,438.67,339.4,99.27,339.59,2023-09-03,
14825,5,13.2,12.5,0.2,438.73,339.31,99.42,339.72,2023-09-03,
14826,6,21.9,12.5,8.9,438.66,339.27,99.39,340.02,2023-09-03,
14827,7,21.8,12.4,9.0,438.76,339.23,99.53,339.99,2023-09-03,
14828,8,21.8,12.4,8.9,438.68,339.21,99.47,340.0,2023-09-03,
14829,9,21.7,12.3,8.9,438.69,339.13,99.56,339.86,2023-09-03,
14830,10,15.4,12.3,2.6,438.76,339.17,99.59,339.32,2023-09-03,
14831,11,12.8,12.3,0.0,438.58,339.34,99.24,339.44,2023-09-03,
14832,12,12.8,12.3,0.0,438.71,339.34,99.37,339.37,2023-09-03,
14833,13,27.0,25.0,0.0,438.45,340.31,98.14,340.45,2023-09-03,
14834,14,26.8,26.3,0.0,438.71,339.94,98.77,340.06,2023-09-03,
14835,15,26.8,26.3,0.0,438.51,339.92,98.59,340.04,2023-09-03,
14836,16,26.5,26.0,0.0,438.59,340.27,98.32,340.25,2023-09-03,
14837,17,26.7,26.2,0.0,438.67,339.96,98.71,340.07,2023-09-03,
14838,18,26.8,26.3,0.0,438.54,339.87,98.67,340.0,2023-09-03,
14839,19,26.5,26.0,0.0,438.61,339.78,98.83,339.89,2023-09-03,
14840,20,26.4,25.9,0.0,438.45,339.84,98.61,339.96,2023-09-03,
14841,21,25.9,25.4,0.0,438.51,339.6,98.91,339.68,2023-09-03,
14842,22,13.5,13.0,0.0,438.69,338.61,100.08,338.75,2023-09-03,
14843,23,13.2,12.7,0.0,438.36,339.04,99.32,339.17,2023-09-03,
14844,24,13.1,12.6,0.0,438.68,338.79,99.89,338.99,2023-09-03,
14845,,,,,,,,,2023-09-03,
14846,AVG,19.69,17.53,1.6,438.64,339.48,99.16,339.72,2023-09-03,
14847,,,,,,,,,2023-09-03,
14848,MAX,27.0,26.3,9.0,438.83,340.31,100.08,340.45,2023-09-03,
14849,MIN,12.8,12.3,0.0,438.36,338.61,98.14,338.75,2023-09-03,
14850,1,14.6,12.6,0.0,438.55,338.87,99.68,339.05,2023-09-04,
14851,2,13.1,12.6,0.0,438.55,338.8,99.75,338.98,2023-09-04,
14852,3,13.1,12.6,0.0,438.7,338.8,99.9,338.97,2023-09-04,
14853,4,14.6,12.6,0.0,438.42,338.7,99.72,338.85,2023-09-04,
14854,5,13.2,12.7,0.0,438.69,338.7,99.99,338.82,2023-09-04,
14855,6,13.2,12.7,0.0,438.61,338.65,99.96,338.78,2023-09-04,
14856,7,12.9,12.4,0.0,438.52,338.7,99.82,338.79,2023-09-04,
14857,8,12.9,12.4,0.0,438.67,338.65,100.02,338.8,2023-09-04,
14858,9,23.7,23.2,0.0,438.34,339.68,98.66,339.73,2023-09-04,
14859,10,25.3,24.8,0.0,438.65,339.59,99.06,339.64,2023-09-04,
14860,11,26.7,24.7,0.0,438.39,339.62,98.77,339.67,2023-09-04,
14861,12,25.2,24.7,0.0,438.43,339.62,98.81,339.66,2023-09-04,
14862,13,25.2,24.7,0.0,438.5,339.65,98.85,339.71,2023-09-04,
14863,14,25.2,24.7,0.0,438.33,339.75,98.58,339.79,2023-09-04,
14864,15,25.4,24.9,0.0,438.56,339.66,98.9,339.73,2023-09-04,
14865,16,26.9,24.9,0.0,438.52,339.67,98.85,339.72,2023-09-04,
14866,17,25.3,24.8,0.0,438.5,339.67,98.83,339.76,2023-09-04,
14867,18,25.5,25.0,0.0,438.58,339.7,98.88,339.84,2023-09-04,
14868,19,26.9,24.9,0.0,438.4,339.83,98.57,339.86,2023-09-04,
14869,20,25.4,24.9,0.0,438.48,339.71,98.77,339.8,2023-09-04,
14870,21,24.9,24.4,0.0,438.53,339.38,99.15,339.49,2023-09-04,
14871,22,13.0,12.5,0.0,438.67,338.8,99.87,338.9,2023-09-04,
14872,23,13.0,12.5,0.0,438.75,339.08,99.67,339.23,2023-09-04,
14873,24,13.0,12.5,0.0,438.62,339.03,99.59,339.17,2023-09-04,
14874,,,,,,,,,2023-09-04,
14875,AVG,19.92,19.11,0.0,438.54,339.26,99.28,339.36,2023-09-04,
14876,,,,,,,,,2023-09-04,
14877,MAX,26.9,25.0,0.0,438.75,339.83,100.02,339.86,2023-09-04,
14878,MIN,12.9,12.4,0.0,438.33,338.65,98.57,338.78,2023-09-04,
14879,1,13.0,12.5,0.0,438.66,339.03,99.63,339.15,2023-09-05,
14880,2,13.0,12.5,0.0,438.65,339.07,99.58,339.18,2023-09-05,
14881,3,14.5,12.5,0.0,438.62,339.16,99.46,339.29,2023-09-05,
14882,4,13.0,12.5,0.0,438.6,339.2,99.4,339.37,2023-09-05,
14883,5,13.1,12.6,0.0,438.53,339.17,99.36,339.31,2023-09-05,
14884,6,13.0,12.5,0.0,438.65,339.29,99.36,339.41,2023-09-05,
14885,7,13.0,12.5,0.0,438.58,339.34,99.24,339.6,2023-09-05,
14886,8,24.5,24.0,0.0,438.5,340.13,98.37,340.29,2023-09-05,
14887,9,25.2,24.7,0.0,438.75,340.0,98.75,340.08,2023-09-05,
14888,10,25.3,24.8,0.0,438.47,340.06,98.41,340.18,2023-09-05,
14889,11,25.3,24.8,0.0,438.72,340.05,98.67,340.16,2023-09-05,
14890,12,25.5,25.0,0.0,438.67,340.01,98.66,340.14,2023-09-05,
14891,13,27.2,25.2,0.0,438.6,340.11,98.49,340.21,2023-09-05,
14892,14,25.6,25.1,0.0,438.75,339.94,98.81,340.02,2023-09-05,
14893,15,25.3,24.8,0.0,438.56,339.95,98.61,340.08,2023-09-05,
14894,16,25.4,24.9,0.0,438.71,339.96,98.75,340.07,2023-09-05,
14895,17,25.9,25.4,0.0,438.5,340.88,97.62,340.93,2023-09-05,
14896,18,37.7,35.7,0.0,438.42,341.04,97.38,341.06,2023-09-05,
14897,19,36.2,35.7,0.0,438.55,340.94,97.61,340.95,2023-09-05,
14898,20,37.7,35.7,0.0,438.34,340.93,97.41,340.91,2023-09-05,
14899,21,37.6,35.6,0.0,438.5,340.94,97.56,340.96,2023-09-05,
14900,22,37.6,35.6,0.0,438.51,340.96,97.55,340.98,2023-09-05,
14901,23,35.9,35.4,0.0,438.47,340.62,97.85,340.74,2023-09-05,
14902,24,23.5,23.0,0.0,438.81,339.37,99.44,339.54,2023-09-05,
14903,,,,,,,,,2023-09-05,
14904,AVG,24.75,23.87,0.0,438.59,340.01,98.58,340.11,2023-09-05,
14905,,,,,,,,,2023-09-05,
14906,MAX,37.7,35.7,0.0,438.81,341.04,99.63,341.06,2023-09-05,
14907,MIN,13.0,12.5,0.0,438.34,339.03,97.38,339.15,2023-09-05,
14908,1,13.1,12.6,0.0,438.22,339.06,99.16,339.25,2023-09-06,
14909,2,13.0,12.5,0.0,438.69,339.36,99.33,339.57,2023-09-06,
14910,3,13.0,12.5,0.0,438.52,339.34,99.18,339.48,2023-09-06,
14911,4,13.0,12.5,0.0,438.25,339.45,98.8,339.61,2023-09-06,
14912,5,13.1,12.5,0.1,438.42,339.37,99.05,339.85,2023-09-06,
14913,6,21.5,12.5,8.5,438.19,339.4,98.79,340.18,2023-09-06,
14914,7,21.4,12.4,8.4,438.62,339.39,99.23,340.04,2023-09-06,
