,Hour,Total Outflow kcfs,Generation Flow kcfs,Spill kcfs,PH 1 Forebay Elevation,Tailwater Elevation,Average Head,Project Forebay Elevation,Stevenson Gage Elevation,Project Tailwater Elevation,Date
19617,13,100.3,95.6,1.2,74.4,11.2,63.2,74.3,74.8,11.5,2024-02-12
19618,14,108.3,103.6,1.2,74.3,11.4,62.9,74.3,74.7,11.7,2024-02-12
19619,15,109.4,104.7,1.2,74.3,11.2,63.1,74.2,74.7,11.5,2024-02-12
19620,16,111.1,106.4,1.2,74.4,11.4,63.0,74.3,74.7,11.5,2024-02-12
19621,17,114.2,109.5,1.2,74.3,11.3,63.0,74.3,74.8,11.5,2024-02-12
19622,18,114.8,110.1,1.2,74.5,11.3,63.2,74.4,74.9,11.5,2024-02-12
19623,19,114.5,111.0,0.0,74.9,11.2,63.7,74.8,75.2,11.5,2024-02-12
19624,20,118.2,114.7,0.0,75.0,11.5,63.5,74.9,75.4,11.8,2024-02-12
19625,21,117.3,113.8,0.0,75.2,11.7,63.5,75.1,75.5,12.0,2024-02-12
19626,22,113.5,110.0,0.0,75.4,11.7,63.7,75.4,75.7,12.0,2024-02-12
19627,23,111.4,107.9,0.0,75.6,11.6,64.0,75.5,75.9,11.9,2024-02-12
19628,24,109.7,106.2,0.0,75.5,11.4,64.1,75.4,75.9,11.7,2024-02-12
19629,,,,,,,,,,,2024-02-12
19630,AVG,110.7,106.55,0.65,74.59,11.44,63.15,74.5,74.97,11.72,2024-02-12
19631,,,,,,,,,,,2024-02-12
19632,MAX,118.2,114.7,2.4,75.6,11.9,64.1,75.5,75.9,12.2,2024-02-12
19633,MIN,100.3,95.6,0.0,74.2,11.2,62.6,74.1,74.6,11.4,2024-02-12
19634,1,109.0,105.5,0.0,75.5,11.3,64.2,75.4,75.8,11.6,2024-02-13
19635,2,109.2,105.7,0.0,75.4,11.2,64.2,75.3,75.8,11.6,2024-02-13
19636,3,111.9,108.4,0.0,75.3,11.2,64.1,75.2,75.7,11.6,2024-02-13
19637,4,114.6,111.1,0.0,75.2,11.3,63.9,75.1,75.6,11.6,2024-02-13
19638,5,118.4,114.9,0.0,75.2,11.3,63.9,75.0,75.6,11.6,2024-02-13
19639,6,120.4,116.9,0.0,75.0,11.4,63.6,74.9,75.4,11.6,2024-02-13
19640,7,123.4,119.3,0.6,75.2,11.4,63.8,75.0,75.5,11.8,2024-02-13
19641,8,122.4,117.7,1.2,75.4,11.5,63.9,75.3,75.7,11.6,2024-02-13
19642,9,122.3,117.6,1.2,75.4,11.6,63.8,75.3,75.8,11.8,2024-02-13
19643,10,118.6,113.9,1.2,75.6,11.7,63.9,75.5,75.9,11.9,2024-02-13
19644,11,112.6,107.9,1.2,75.7,11.9,63.8,75.6,76.0,12.1,2024-02-13
19645,12,112.2,107.5,1.2,75.7,11.9,63.8,75.4,75.9,12.3,2024-02-13
19646,13,114.4,109.7,1.2,75.5,12.1,63.4,75.5,75.9,12.3,2024-02-13
19647,14,118.6,113.9,1.2,75.4,12.1,63.3,75.4,75.9,12.4,2024-02-13
19648,15,118.4,113.7,1.2,75.5,12.0,63.5,75.4,75.9,12.2,2024-02-13
19649,16,121.2,116.5,1.2,75.5,12.0,63.5,75.4,75.9,12.2,2024-02-13
19650,17,118.0,113.3,1.2,75.5,11.6,63.9,75.4,75.9,11.8,2024-02-13
19651,18,117.6,112.9,1.2,75.4,11.5,63.9,75.3,75.8,11.7,2024-02-13
19652,19,120.3,115.6,1.2,75.6,11.6,64.0,75.5,75.9,11.8,2024-02-13
19653,20,118.7,115.1,0.1,75.7,11.5,64.2,75.6,76.1,11.7,2024-02-13
19654,21,122.7,119.2,0.0,75.7,11.7,64.0,75.6,76.1,11.9,2024-02-13
19655,22,123.4,119.9,0.0,75.8,11.9,63.9,75.7,76.2,12.1,2024-02-13
19656,23,123.5,120.0,0.0,75.9,12.0,63.9,75.8,76.3,12.2,2024-02-13
19657,24,123.3,119.8,0.0,76.0,12.0,64.0,75.9,76.3,12.2,2024-02-13
19658,,,,,,,,,,,2024-02-13
19659,AVG,118.13,114.0,0.63,75.5,11.65,63.85,75.4,75.87,11.9,2024-02-13
19660,,,,,,,,,,,2024-02-13
19661,MAX,123.5,120.0,1.2,76.0,12.1,64.2,75.9,76.3,12.4,2024-02-13
19662,MIN,109.0,105.5,0.0,75.0,11.2,63.3,74.9,75.4,11.6,2024-02-13
19663,1,123.6,120.1,0.0,76.0,12.0,64.0,75.8,76.4,12.2,2024-02-14
19664,2,129.7,126.2,0.0,75.7,12.2,63.5,75.6,76.1,12.5,2024-02-14
19665,3,129.0,125.5,0.0,75.7,12.2,63.5,75.6,76.1,12.2,2024-02-14
19666,4,129.2,125.7,0.0,75.7,12.1,63.6,75.6,76.1,12.2,2024-02-14
19667,5,128.9,125.4,0.0,75.6,12.3,63.3,75.5,76.0,12.2,2024-02-14
19668,6,129.6,126.1,0.0,75.6,11.9,63.7,75.5,75.9,12.1,2024-02-14
19669,7,129.0,124.9,0.6,75.7,11.8,63.9,75.6,76.0,11.9,2024-02-14
19670,8,128.3,123.6,1.2,75.8,11.7,64.1,75.7,76.1,11.9,2024-02-14
19671,9,126.2,121.5,1.2,75.9,11.7,64.2,75.8,76.3,11.9,2024-02-14
19672,10,126.1,121.4,1.2,75.9,11.8,64.1,75.9,76.2,11.9,2024-02-14
19673,11,127.0,122.3,1.2,75.9,12.3,63.6,75.9,76.3,12.5,2024-02-14
19674,12,127.6,122.9,1.2,75.9,12.4,63.5,75.9,76.3,12.5,2024-02-14
19675,13,126.1,121.4,1.2,75.8,12.2,63.6,75.7,76.2,12.4,2024-02-14
19676,14,126.4,121.7,1.2,75.8,12.1,63.7,75.7,76.1,12.3,2024-02-14
19677,15,122.2,117.5,1.2,75.8,11.9,63.9,75.6,76.1,12.0,2024-02-14
19678,16,124.7,120.0,1.2,75.7,11.9,63.8,75.5,76.0,12.2,2024-02-14
19679,17,124.9,120.2,1.2,75.6,11.8,63.8,75.5,75.9,11.9,2024-02-14
19680,18,123.8,119.1,1.2,75.5,12.1,63.4,75.4,75.9,12.0,2024-02-14
19681,19,122.3,118.8,0.0,75.7,11.5,64.2,75.6,76.0,11.6,2024-02-14
19682,20,125.3,121.8,0.0,75.7,11.6,64.1,75.6,76.1,11.8,2024-02-14
19683,21,126.6,123.1,0.0,75.7,11.6,64.1,75.5,76.0,11.8,2024-02-14
19684,22,129.7,126.2,0.0,75.6,11.8,63.8,75.5,76.0,12.0,2024-02-14
19685,23,128.8,125.3,0.0,75.7,11.8,63.9,75.6,76.1,12.0,2024-02-14
19686,24,129.2,125.7,0.0,75.7,11.9,63.8,75.6,76.1,12.0,2024-02-14
19687,,,,,,,,,,,2024-02-14
19688,AVG,126.84,122.77,0.57,75.74,11.94,63.8,75.63,76.1,12.08,2024-02-14
19689,,,,,,,,,,,2024-02-14
19690,MAX,129.7,126.2,1.2,76.0,12.4,64.2,75.9,76.4,12.5,2024-02-14
19691,MIN,122.2,117.5,0.0,75.5,11.5,63.3,75.4,75.9,11.6,2024-02-14
19692,1,130.0,126.5,0.0,75.7,11.9,63.8,75.6,76.1,12.0,2024-02-15
19693,2,129.0,125.5,0.0,75.6,11.8,63.8,75.4,76.0,12.0,2024-02-15
19694,3,129.0,125.5,0.0,75.4,11.8,63.6,75.3,75.7,11.9,2024-02-15
19695,4,129.6,126.1,0.0,75.2,11.9,63.3,75.1,75.6,12.0,2024-02-15
19696,5,125.6,122.1,0.0,75.1,11.6,63.5,75.0,75.5,11.7,2024-02-15
19697,6,125.1,121.6,0.0,74.9,11.6,63.3,74.8,75.4,11.7,2024-02-15
19698,7,125.1,120.5,1.1,75.0,11.5,63.5,74.9,75.4,11.7,2024-02-15
19699,8,124.3,119.7,1.1,75.2,11.5,63.7,75.0,75.6,11.6,2024-02-15
19700,9,126.0,121.4,1.1,75.2,11.6,63.6,75.1,75.6,11.7,2024-02-15
19701,10,127.6,123.0,1.1,75.2,11.8,63.4,75.1,75.6,12.0,2024-02-15
19702,11,126.7,122.1,1.1,75.2,12.2,63.0,75.1,75.6,12.4,2024-02-15
19703,12,125.3,120.7,1.1,74.9,12.4,62.5,74.8,75.4,12.6,2024-02-15
19704,13,121.7,117.1,1.1,74.9,12.4,62.5,74.8,75.3,12.5,2024-02-15
19705,14,117.6,112.9,1.1,75.0,12.1,62.9,74.8,75.3,12.3,2024-02-15
19706,15,108.8,104.2,1.1,75.2,11.5,63.7,75.0,75.4,11.7,2024-02-15
19707,16,103.9,99.3,1.1,75.1,11.2,63.9,75.0,75.4,11.4,2024-02-15
19708,17,105.2,100.2,1.1,75.0,11.1,63.9,74.9,75.4,11.4,2024-02-15
19709,18,112.3,107.3,1.1,75.1,11.2,63.9,74.9,75.4,11.5,2024-02-15
19710,19,113.6,109.1,0.6,75.4,11.2,64.2,75.3,75.6,11.4,2024-02-15
19711,20,117.6,113.7,0.0,75.5,11.3,64.2,75.4,75.8,11.5,2024-02-15
19712,21,119.8,115.9,0.0,75.4,11.4,64.0,75.3,75.8,11.5,2024-02-15
19713,22,124.6,120.7,0.0,75.5,11.5,64.0,75.4,75.8,11.7,2024-02-15
19714,23,126.4,122.5,0.0,75.6,11.5,64.1,75.5,76.0,11.7,2024-02-15
19715,24,127.6,123.7,0.0,75.5,11.6,63.9,75.4,76.0,11.8,2024-02-15
19716,,,,,,,,,,,2024-02-15
19717,AVG,121.77,117.55,0.57,75.24,11.65,63.59,75.12,75.61,11.82,2024-02-15
19718,,,,,,,,,,,2024-02-15
19719,MAX,130.0,126.5,1.1,75.7,12.4,64.2,75.6,76.1,12.6,2024-02-15
19720,MIN,103.9,99.3,0.0,74.9,11.1,62.5,74.8,75.3,11.4,2024-02-15
19721,1,131.4,127.5,0.0,75.2,12.0,63.2,75.1,75.7,12.1,2024-02-16
19722,2,132.6,128.7,0.0,75.2,12.0,63.2,75.1,75.7,12.2,2024-02-16
19723,3,129.7,125.8,0.0,75.4,11.9,63.5,75.3,75.7,12.0,2024-02-16
19724,4,129.0,125.1,0.0,75.3,11.8,63.5,75.2,75.7,12.0,2024-02-16
19725,5,129.6,125.7,0.0,75.2,11.8,63.4,75.1,75.6,12.0,2024-02-16
19726,6,131.1,127.2,0.0,75.2,11.8,63.4,75.1,75.6,12.0,2024-02-16
19727,7,133.7,128.7,1.1,75.4,11.9,63.5,75.3,75.7,12.0,2024-02-16
19728,8,132.6,127.6,1.1,75.4,11.8,63.6,75.3,75.8,11.9,2024-02-16
19729,9,148.1,143.1,1.1,75.3,12.7,62.6,75.2,75.8,12.7,2024-02-16
19730,10,149.3,144.3,1.1,75.3,12.8,62.5,75.2,75.8,12.7,2024-02-16
19731,11,148.8,143.8,1.1,75.5,12.8,62.7,75.3,75.9,12.9,2024-02-16
19732,12,150.8,145.8,1.1,75.5,13.1,62.4,75.4,75.9,13.3,2024-02-16
19733,13,153.3,148.3,1.1,75.4,13.3,62.1,75.3,75.8,13.4,2024-02-16
19734,14,152.1,147.1,1.1,75.3,13.3,62.0,75.2,75.8,13.3,2024-02-16
19735,15,155.1,150.1,1.1,75.2,13.4,61.8,75.1,75.7,13.5,2024-02-16
19736,16,155.8,150.8,1.1,75.2,13.5,61.7,75.1,75.7,13.6,2024-02-16
19737,17,156.3,151.3,1.1,75.0,13.6,61.4,74.9,75.6,13.7,2024-02-16
19738,18,154.8,149.8,1.1,75.2,13.4,61.8,75.1,75.6,13.4,2024-02-16
19739,19,153.3,148.8,0.6,75.2,13.3,61.9,75.0,75.7,13.4,2024-02-16
19740,20,153.7,149.8,0.0,75.2,13.2,62.0,75.1,75.6,13.3,2024-02-16
19741,21,153.5,149.6,0.0,75.1,13.3,61.8,75.0,75.6,13.4,2024-02-16
19742,22,153.9,150.0,0.0,75.2,13.3,61.9,75.1,75.7,13.3,2024-02-16
19743,23,154.4,150.5,0.0,75.2,13.4,61.8,75.1,75.7,13.3,2024-02-16
19744,24,154.8,150.9,0.0,75.2,13.3,61.9,75.1,75.6,13.3,2024-02-16
19745,,,,,,,,,,,2024-02-16
19746,AVG,145.74,141.26,0.57,75.26,12.78,62.48,75.15,75.71,12.86,2024-02-16
19747,,,,,,,,,,,2024-02-16
19748,MAX,156.3,151.3,1.1,75.5,13.6,63.6,75.4,75.9,13.7,2024-02-16
19749,MIN,129.0,125.1,0.0,75.0,11.8,61.4,74.9,75.6,11.9,2024-02-16
19750,1,154.4,150.5,0.0,74.9,13.1,61.8,74.8,75.4,13.2,2024-02-17
19751,2,144.7,140.8,0.0,74.8,12.7,62.1,74.8,75.3,12.7,2024-02-17
19752,3,143.5,139.6,0.0,74.8,12.6,62.2,74.7,75.3,12.6,2024-02-17
19753,4,143.3,139.4,0.0,74.8,12.4,62.4,74.6,75.2,12.6,2024-02-17
19754,5,134.7,130.8,0.0,74.7,11.9,62.8,74.6,75.1,12.0,2024-02-17
19755,6,124.9,121.0,0.0,74.9,11.5,63.4,74.7,75.2,11.5,2024-02-17
19756,7,124.0,118.9,1.2,74.9,11.3,63.6,74.8,75.2,11.4,2024-02-17
19757,8,126.1,121.0,1.2,75.1,11.4,63.7,74.9,75.4,11.4,2024-02-17
19758,9,129.2,124.1,1.2,75.2,11.4,63.8,75.1,75.5,11.5,2024-02-17
19759,10,127.4,122.3,1.2,75.4,11.2,64.2,75.3,75.7,11.4,2024-02-17
19760,11,129.5,124.4,1.2,75.6,11.4,64.2,75.5,75.9,11.5,2024-02-17
19761,12,134.8,129.7,1.2,75.4,11.8,63.6,75.3,75.8,11.9,2024-02-17
19762,13,129.1,124.0,1.2,75.4,11.5,63.9,75.3,75.7,11.6,2024-02-17
19763,14,126.1,121.0,1.2,75.3,11.5,63.8,75.2,75.7,11.6,2024-02-17
19764,15,123.1,118.0,1.2,75.0,11.3,63.7,75.0,75.4,11.5,2024-02-17
19765,16,118.9,113.8,1.2,75.0,11.2,63.8,74.9,75.3,11.3,2024-02-17
19766,17,123.5,118.4,1.2,74.8,11.5,63.3,74.7,75.2,11.6,2024-02-17
19767,18,124.6,119.5,1.2,74.8,11.4,63.4,74.7,75.2,11.6,2024-02-17
19768,19,124.0,119.4,0.7,75.1,11.3,63.8,75.0,75.4,11.5,2024-02-17
19769,20,123.0,119.1,0.0,75.1,11.3,63.8,75.0,75.5,11.4,2024-02-17
19770,21,122.8,118.9,0.0,75.2,11.2,64.0,75.1,75.6,11.4,2024-02-17
19771,22,124.1,120.2,0.0,75.3,11.3,64.0,75.2,75.7,11.4,2024-02-17
19772,23,126.0,122.1,0.0,75.4,11.3,64.1,75.3,75.8,11.4,2024-02-17
19773,24,126.4,122.5,0.0,75.5,11.3,64.2,75.4,75.9,11.4,2024-02-17
19774,,,,,,,,,,,2024-02-17
19775,AVG,129.5,124.97,0.63,75.1,11.62,63.48,75.0,75.48,11.72,2024-02-17
19776,,,,,,,,,,,2024-02-17
19777,MAX,154.4,150.5,1.2,75.6,13.1,64.2,75.5,75.9,13.2,2024-02-17
19778,MIN,118.9,113.8,0.0,74.7,11.2,61.8,74.6,75.1,11.3,2024-02-17
19779,1,126.7,122.8,0.0,75.4,11.2,64.2,75.3,75.8,11.4,2024-02-18
19780,2,126.9,123.0,0.0,75.2,11.3,63.9,75.1,75.7,11.4,2024-02-18
19781,3,128.1,124.2,0.0,75.1,11.4,63.7,75.0,75.5,11.6,2024-02-18
19782,4,127.2,123.3,0.0,75.1,11.5,63.6,75.0,75.5,11.6,2024-02-18
19783,5,123.9,120.0,0.0,75.0,11.3,63.7,74.9,75.4,11.4,2024-02-18
19784,6,122.6,118.7,0.0,75.0,11.2,63.8,74.8,75.4,11.4,2024-02-18
19785,7,124.3,119.3,1.1,75.0,11.3,63.7,74.9,75.4,11.5,2024-02-18
19786,8,124.4,119.4,1.1,75.0,11.3,63.7,74.9,75.5,11.5,2024-02-18
19787,9,124.5,119.5,1.1,75.1,11.3,63.8,75.0,75.5,11.4,2024-02-18
19788,10,124.1,119.1,1.1,75.1,11.3,63.8,75.0,75.5,11.4,2024-02-18
19789,11,126.1,121.1,1.1,75.2,11.3,63.9,75.0,75.5,11.5,2024-02-18
19790,12,126.7,121.6,1.2,75.2,11.4,63.8,75.0,75.5,11.6,2024-02-18
19791,13,124.0,118.9,1.2,75.0,11.4,63.6,74.9,75.4,11.5,2024-02-18
19792,14,123.4,118.4,1.1,75.0,11.6,63.4,74.9,75.4,11.8,2024-02-18
19793,15,118.6,113.6,1.1,75.1,11.3,63.8,75.0,75.4,11.5,2024-02-18
19794,16,115.9,110.9,1.1,75.1,11.4,63.7,75.0,75.4,11.69,2024-02-18
19795,17,113.0,108.0,1.1,75.1,11.1,64.0,75.0,75.4,11.3,2024-02-18
19796,18,115.8,110.7,1.2,75.2,11.3,63.9,75.1,75.5,11.5,2024-02-18
19797,19,116.0,111.5,0.6,75.5,11.1,64.4,75.3,75.8,11.3,2024-02-18
19798,20,121.5,117.6,0.0,75.5,11.3,64.2,75.4,75.8,11.5,2024-02-18
19799,21,122.8,118.9,0.0,75.6,11.3,64.3,75.5,75.9,11.5,2024-02-18
19800,22,121.9,118.0,0.0,75.7,11.2,64.5,75.5,76.0,11.3,2024-02-18
19801,23,125.0,121.1,0.0,75.7,11.4,64.3,75.6,76.1,11.5,2024-02-18
19802,24,126.0,122.1,0.0,75.8,11.3,64.5,75.7,76.1,11.5,2024-02-18
19803,,,,,,,,,,,2024-02-18
19804,AVG,122.89,118.4,0.59,75.24,11.31,63.93,75.12,75.6,11.48,2024-02-18
19805,,,,,,,,,,,2024-02-18
19806,MAX,128.1,124.2,1.2,75.8,11.6,64.5,75.7,76.1,11.8,2024-02-18
19807,MIN,113.0,108.0,0.0,75.0,11.1,63.4,74.8,75.4,11.3,2024-02-18
19808,1,127.2,123.3,0.0,75.7,11.3,64.4,75.6,76.1,11.5,2024-02-19
19809,2,129.2,125.3,0.0,75.6,11.4,64.2,75.5,76.0,11.5,2024-02-19
19810,3,131.1,127.2,0.0,75.7,11.5,64.2,75.6,76.0,11.6,2024-02-19
19811,4,133.0,129.1,0.0,75.4,11.6,63.8,75.3,75.8,11.8,2024-02-19
19812,5,134.7,130.8,0.0,75.2,11.8,63.4,75.2,75.7,12.0,2024-02-19
19813,6,126.1,122.1,0.1,75.3,11.6,63.7,75.2,75.7,11.6,2024-02-19
19814,7,124.0,118.9,1.2,75.2,11.3,63.9,75.1,75.7,11.6,2024-02-19
19815,8,122.7,117.6,1.2,75.2,11.3,63.9,75.1,75.6,11.5,2024-02-19
19816,9,121.6,116.5,1.2,75.5,11.2,64.3,75.4,75.8,11.4,2024-02-19
19817,10,122.0,116.9,1.2,75.5,11.2,64.3,75.4,75.9,11.5,2024-02-19
19818,11,124.2,119.1,1.2,75.5,11.3,64.2,75.4,75.9,11.6,2024-02-19
19819,12,123.0,117.9,1.2,75.6,11.2,64.4,75.5,76.0,11.5,2024-02-19
19820,13,122.3,117.2,1.2,75.7,11.3,64.4,75.6,76.0,11.4,2024-02-19
19821,14,125.1,120.0,1.2,75.5,11.6,63.9,75.5,76.0,11.7,2024-02-19
19822,15,123.5,118.4,1.2,75.6,11.6,64.0,75.5,76.0,11.8,2024-02-19
19823,16,123.9,118.8,1.2,75.7,11.8,63.9,75.6,76.0,12.0,2024-02-19
19824,17,122.6,117.5,1.2,75.7,11.7,64.0,75.6,76.0,12.0,2024-02-19
19825,18,118.7,113.6,1.2,75.8,11.6,64.2,75.7,76.1,11.8,2024-02-19
19826,19,116.5,112.0,0.6,75.7,11.3,64.4,75.6,76.0,11.6,2024-02-19
19827,20,115.5,111.6,0.0,75.6,11.3,64.3,75.5,75.9,11.5,2024-02-19
19828,21,115.9,112.0,0.0,75.6,11.3,64.3,75.5,75.9,11.4,2024-02-19
19829,22,116.7,112.8,0.0,75.5,11.2,64.3,75.5,75.9,11.4,2024-02-19
19830,23,118.9,115.0,0.0,75.4,11.2,64.2,75.3,75.8,11.4,2024-02-19
19831,24,122.5,118.6,0.0,75.3,11.3,64.0,75.2,75.7,11.5,2024-02-19
19832,,,,,,,,,,,2024-02-19
19833,AVG,123.37,118.84,0.63,75.52,11.41,64.11,75.43,75.9,11.61,2024-02-19
19834,,,,,,,,,,,2024-02-19
19835,MAX,134.7,130.8,1.2,75.8,11.8,64.4,75.7,76.1,12.0,2024-02-19
19836,MIN,115.5,111.6,0.0,75.2,11.2,63.4,75.1,75.6,11.4,2024-02-19
19837,1,124.1,120.2,0.0,75.1,11.4,63.7,74.9,75.5,11.6,2024-02-20
19838,2,125.6,121.7,0.0,75.0,11.4,63.6,74.9,75.4,11.5,2024-02-20
19839,3,126.5,122.6,0.0,74.8,11.4,63.4,74.7,75.3,11.6,2024-02-20
19840,4,124.4,120.5,0.0,74.7,11.3,63.4,74.6,75.1,11.5,2024-02-20
19841,5,127.2,123.3,0.0,74.5,11.5,63.0,74.4,75.0,11.7,2024-02-20
19842,6,128.1,124.1,0.1,74.3,11.7,62.6,74.2,74.8,11.9,2024-02-20
19843,7,125.8,120.7,1.2,74.3,11.6,62.7,74.2,74.7,11.7,2024-02-20
19844,8,121.6,116.5,1.2,74.5,11.4,63.1,74.4,74.8,11.6,2024-02-20
19845,9,119.0,113.9,1.2,74.4,11.3,63.1,74.3,74.8,11.5,2024-02-20
19846,10,120.5,115.4,1.2,74.4,11.3,63.1,74.3,74.8,11.4,2024-02-20
19847,11,121.4,116.3,1.2,74.4,11.3,63.1,74.3,74.8,11.5,2024-02-20
19848,12,121.1,116.0,1.2,74.5,11.2,63.3,74.4,74.8,11.5,2024-02-20
19849,13,123.5,118.4,1.2,74.2,11.4,62.8,74.2,74.7,11.7,2024-02-20
19850,14,123.2,118.1,1.2,74.25,11.3,62.95,74.1,74.6,11.5,2024-02-20
19851,15,120.9,115.8,1.2,74.2,11.3,62.9,74.1,74.6,11.6,2024-02-20
19852,16,120.2,115.1,1.2,74.3,11.5,62.8,74.2,74.6,11.7,2024-02-20
19853,17,117.4,112.3,1.2,74.1,11.7,62.4,74.0,74.6,11.8,2024-02-20
19854,18,112.8,107.7,1.2,74.3,11.4,62.9,74.2,74.6,11.6,2024-02-20
19855,19,110.9,106.4,0.6,74.6,11.3,63.3,74.5,74.9,11.5,2024-02-20
19856,20,109.9,106.0,0.0,74.8,11.3,63.5,74.7,75.1,11.5,2024-02-20
19857,21,110.8,106.9,0.0,74.8,11.1,63.7,74.7,75.2,11.3,2024-02-20
19858,22,115.5,111.6,0.0,74.8,11.4,63.4,74.7,75.2,11.6,2024-02-20
19859,23,120.6,116.7,0.0,74.9,11.4,63.5,74.8,75.2,11.7,2024-02-20
19860,24,117.5,113.6,0.0,75.0,11.2,63.8,74.9,75.4,11.4,2024-02-20
19861,,,,,,,,,,,2024-02-20
19862,AVG,120.35,115.82,0.63,74.55,11.38,63.17,74.45,74.94,11.58,2024-02-20
19863,,,,,,,,,,,2024-02-20
19864,MAX,128.1,124.1,1.2,75.1,11.7,63.8,74.9,75.5,11.9,2024-02-20
19865,MIN,109.9,106.0,0.0,74.1,11.1,62.4,74.0,74.6,11.3,2024-02-20
19866,1,117.4,113.5,0.0,74.8,11.2,63.6,74.7,75.3,11.5,2024-02-21
19867,2,121.3,117.4,0.0,74.6,11.2,63.4,74.5,75.0,11.4,2024-02-21
19868,3,121.5,117.6,0.0,74.6,11.2,63.4,74.6,75.0,11.3,2024-02-21
19869,4,124.0,120.1,0.0,74.5,11.4,63.1,74.4,74.9,11.5,2024-02-21
19870,5,125.4,121.5,0.0,74.3,11.5,62.8,74.2,74.8,11.7,2024-02-21
19871,6,124.0,120.1,0.0,74.2,11.5,62.7,74.1,74.6,11.7,2024-02-21
19872,7,123.3,118.2,1.2,74.3,11.6,62.7,74.2,74.6,11.7,2024-02-21
19873,8,118.0,112.9,1.2,74.4,11.4,63.0,74.3,74.7,11.6,2024-02-21
19874,9,118.1,113.0,1.2,74.9,11.6,63.3,74.4,74.8,11.6,2024-02-21
19875,10,119.3,114.2,1.2,74.5,11.5,63.0,74.4,74.9,11.7,2024-02-21
19876,11,119.6,114.5,1.2,74.4,11.4,63.0,74.3,74.9,11.6,2024-02-21
19877,12,121.0,115.9,1.2,74.5,11.6,62.9,74.4,74.9,11.7,2024-02-21
19878,13,122.5,117.4,1.2,74.3,11.6,62.7,74.3,74.8,11.7,2024-02-21
19879,14,122.7,117.6,1.2,74.4,11.5,62.9,74.3,74.8,11.7,2024-02-21
19880,15,120.5,115.4,1.2,74.2,11.9,62.3,74.2,74.8,11.8,2024-02-21
19881,16,124.3,119.2,1.2,74.3,11.8,62.5,74.2,74.7,12.0,2024-02-21
19882,17,119.6,114.5,1.2,74.2,11.9,62.3,74.1,74.7,12.1,2024-02-21
19883,18,114.4,109.3,1.2,74.2,11.9,62.3,74.1,74.6,12.1,2024-02-21
19884,19,109.0,104.5,0.6,74.4,11.6,62.8,74.3,74.7,11.8,2024-02-21
19885,20,107.2,103.3,0.0,74.7,11.5,63.2,74.6,75.0,11.8,2024-02-21
19886,21,106.6,102.7,0.0,74.8,11.4,63.4,74.7,75.1,11.7,2024-02-21
19887,22,106.8,102.9,0.0,74.8,11.3,63.5,74.7,75.1,11.5,2024-02-21
19888,23,109.1,105.2,0.0,74.8,11.3,63.5,74.7,75.2,11.6,2024-02-21
19889,24,111.6,107.7,0.0,74.8,11.3,63.5,74.7,75.2,11.6,2024-02-21
19890,,,,,,,,,,,2024-02-21
19891,AVG,117.8,113.28,0.62,74.5,11.5,62.99,74.39,74.88,11.68,2024-02-21
19892,,,,,,,,,,,2024-02-21
19893,MAX,125.4,121.5,1.2,74.9,11.9,63.6,74.7,75.3,12.1,2024-02-21
19894,MIN,106.6,102.7,0.0,74.2,11.2,62.3,74.1,74.6,11.3,2024-02-21
19895,1,114.2,110.3,0.0,74.7,11.3,63.4,74.6,75.1,11.5,2024-02-22
19896,2,117.0,113.1,0.0,74.6,11.4,63.2,74.5,75.0,11.6,2024-02-22
19897,3,117.8,113.9,0.0,74.6,11.3,63.3,74.5,75.0,11.5,2024-02-22
19898,4,119.3,115.4,0.0,74.5,11.3,63.2,74.4,75.0,11.5,2024-02-22
19899,5,119.4,115.5,0.0,74.4,11.3,63.1,74.3,74.9,11.5,2024-02-22
19900,6,122.0,118.1,0.0,74.4,11.5,62.9,74.3,74.8,11.7,2024-02-22
19901,7,123.5,118.4,1.2,74.3,11.8,62.5,74.3,74.7,11.7,2024-02-22
19902,8,117.2,112.1,1.2,74.4,11.5,62.9,74.3,74.7,11.7,2024-02-22
19903,9,113.2,108.1,1.2,74.8,11.3,63.5,74.7,75.1,11.5,2024-02-22
19904,10,112.3,107.2,1.2,75.0,11.3,63.7,74.9,75.3,11.5,2024-02-22
19905,11,114.1,109.0,1.2,75.0,11.2,63.8,74.9,75.4,11.5,2024-02-22
19906,12,113.1,108.0,1.2,74.9,11.2,63.7,75.1,75.5,11.4,2024-02-22
19907,13,115.5,110.4,1.2,75.1,11.4,63.7,75.1,75.5,11.4,2024-02-22
19908,14,119.7,114.6,1.2,75.0,11.3,63.7,74.9,75.4,11.6,2024-02-22
19909,15,119.9,114.8,1.2,74.6,11.4,63.2,74.6,75.1,11.6,2024-02-22
19910,16,120.2,115.1,1.2,74.4,11.5,62.9,74.5,75.0,11.7,2024-02-22
19911,17,122.0,116.9,1.2,74.4,11.6,62.8,74.4,74.9,11.9,2024-02-22
19912,18,121.9,116.8,1.2,74.5,12.0,62.5,74.4,74.9,12.1,2024-02-22
19913,19,120.6,116.1,0.6,74.8,12.0,62.8,74.7,75.1,12.2,2024-02-22
19914,20,119.3,115.4,0.0,75.0,12.0,63.0,74.9,75.3,12.2,2024-02-22
19915,21,113.9,110.0,0.0,75.1,11.6,63.5,75.0,75.5,11.9,2024-02-22
